餐厅名称,城市,区域,美食类型,综合评分,口味评分,环境评分,服务评分,人均消费(元),点评数量,地址,推荐菜,推荐菜_清洗,价格等级,评分等级,口碑均衡度,热门度,推荐菜列表,是否高性价比
聚东南亚菜,成都,锦江区,东南亚菜,4.2,4.3,4.3,4.3,98.0,2747,成都锦江区太古里弄357号,青木瓜沙拉、咖喱蟹、越南河粉,青木瓜沙拉、咖喱、南河粉,中等(61-100),优秀(4-4.5),0.0,78.87,"['青木瓜沙拉', '咖喱蟹', '越南河粉']",False
日料小馆,重庆,江北区,日料,4.1,4.3,3.9,4.2,233.5,68,重庆江北区北城天街大道660号,味噌汤、章鱼小丸子、三文鱼刺身,噌、、三刺,高端(>200),优秀(4-4.5),0.21,1.77,"['味噌汤', '章鱼小丸子', '三文鱼刺身']",False
一味庄,重庆,渝中区,日料,4.5,4.4,4.4,4.7,72.0,1386,重庆渝中区大悦城北城天街路499号,炸猪排、拉面、章鱼小丸子,排、拉面、,中等(61-100),优秀(4-4.5),0.17,42.56,"['炸猪排', '拉面', '章鱼小丸子']",True
老房子,广州,天河区,川菜,4.2,4.3,3.7,4.4,61.0,212,广州天河区太古里体育西路772号,回锅肉、宫保鸡丁、夫妻肺片,回锅肉、宫保鸡丁、夫妻肺片,中等(61-100),优秀(4-4.5),0.38,5.95,"['回锅肉', '宫保鸡丁', '夫妻肺片']",True
九宫格,北京,朝阳区,火锅,4.2,4.6,4.0,4.1,146.0,313,北京朝阳区国贸巷576号东区2层,豆皮、藕片、肥牛,豆皮、藕片、肥牛,中高(101-200),优秀(4-4.5),0.32,8.86,"['豆皮', '藕片', '肥牛']",False
湘炳胜,杭州,萧山区,粤菜,4.2,3.9,4.0,3.9,79.0,118,杭州萧山区大悦城西湖巷587号,叉烧、煲仔饭、白切鸡,叉烧、煲饭、白鸡,中等(61-100),优秀(4-4.5),0.06,3.25,"['叉烧', '煲仔饭', '白切鸡']",True
沪扒房,广州,荔湾区,西餐,3.4,3.8,3.2,3.4,111.0,40,广州荔湾区天河路642号,提拉米苏、奶油蘑菇汤、汉堡,拉米、奶蘑菇、汉堡,中高(101-200),一般(3-3.5),0.31,0.81,"['提拉米苏', '奶油蘑菇汤', '汉堡']",False
小吃,南京,建邺区,小吃快餐,3.5,3.6,2.8,3.5,13.0,160,南京建邺区湖南街931号B1层,煎饼果子、麻辣烫、小笼包,煎饼果、麻辣、笼包,低消费(≤30),一般(3-3.5),0.44,3.72,"['煎饼果子', '麻辣烫', '小笼包']",False
湘面包甜点,武汉,光谷,面包甜点,3.6,3.3,3.8,3.8,34.0,1465,武汉光谷凯德楚河汉街弄307号6楼,慕斯蛋糕、蛋挞、芝士蛋糕,慕蛋糕、蛋、蛋糕,中低(31-60),良好(3.5-4),0.29,36.0,"['慕斯蛋糕', '蛋挞', '芝士蛋糕']",False
湘面道,成都,锦江区,面馆,3.8,3.7,4.0,3.9,32.0,207,成都锦江区ifc宽窄弄842号西区2层,刀削面、臊子面、热干面,刀面、臊面、热干面,中低(31-60),良好(3.5-4),0.15,5.26,"['刀削面', '臊子面', '热干面']",False
大龙燚,杭州,西湖区,火锅,3.7,3.5,3.7,4.3,69.0,98,杭州西湖区西溪巷27号3楼,鸭肠、酥肉、毛肚,肠、肉、毛肚,中等(61-100),良好(3.5-4),0.42,2.36,"['鸭肠', '酥肉', '毛肚']",False
鹏咖啡坊,成都,锦江区,咖啡厅,3.8,3.9,4.0,3.9,48.0,311,成都锦江区万象城太古里街780号南区1层,拿铁、华夫饼、美式咖啡,拿、华夫饼、美咖啡,中低(31-60),良好(3.5-4),0.06,7.96,"['拿铁', '华夫饼', '美式咖啡']",False
川菜,成都,锦江区,川菜,4.6,4.7,5.0,4.3,54.0,7212,成都锦江区锦里路951号B2层,宫保鸡丁、担担面、回锅肉,宫保鸡丁、担担面、回锅肉,中低(31-60),卓越(≥4.5),0.35,227.04,"['宫保鸡丁', '担担面', '回锅肉']",True
面馆餐厅,深圳,南山区,面馆,3.5,3.5,3.1,3.6,32.0,440,深圳南山区太古里海岸城大道883号,兰州拉面、牛肉面、刀削面,兰拉面、牛肉面、刀面,中低(31-60),一般(3-3.5),0.26,10.43,"['兰州拉面', '牛肉面', '刀削面']",False
海鲜,广州,海珠区,海鲜,3.2,3.0,3.2,3.6,233.5,697,广州海珠区大悦城天河街108号南区3层,清蒸石斑鱼、海胆蒸蛋、葱姜炒蟹,清斑、海胆蛋、葱姜炒,高端(>200),一般(3-3.5),0.31,15.17,"['清蒸石斑鱼', '海胆蒸蛋', '葱姜炒蟹']",False
穗小吃阁,苏州,相城区,小吃快餐,3.8,4.0,3.9,3.9,31.0,12,苏州相城区凯德观前街614号,酸辣粉、锅贴、生煎,辣粉、锅、煎,中低(31-60),良好(3.5-4),0.06,0.18,"['酸辣粉', '锅贴', '生煎']",False
私房料理,北京,海淀区,私房菜,3.4,3.2,3.6,3.6,192.0,1388,北京海淀区万达广场中关村街690号,功夫汤、创意融合菜、秘制红烧肉,功夫、创融合菜、秘红烧肉,中高(101-200),一般(3-3.5),0.23,32.2,"['功夫汤', '创意融合菜', '秘制红烧肉']",False
本帮菜馆,苏州,吴中区,本帮菜,4.1,4.1,3.7,3.7,65.0,155,苏州吴中区龙湖天街金鸡湖弄147号,油爆虾、红烧肉、八宝鸭,爆、红烧肉、八宝,中等(61-100),优秀(4-4.5),0.23,4.21,"['油爆虾', '红烧肉', '八宝鸭']",True
渝红杏,苏州,工业园区,川菜,3.2,3.2,3.3,3.0,82.0,1277,苏州工业园区独墅湖街579号1楼,水煮鱼、夫妻肺片、回锅肉,、夫妻肺片、回锅肉,中等(61-100),一般(3-3.5),0.15,27.88,"['水煮鱼', '夫妻肺片', '回锅肉']",False
老汤轩,成都,锦江区,面馆,3.7,3.9,3.5,3.2,32.0,5,成都锦江区玉林大道758号,热干面、葱油拌面、刀削面,热干面、葱拌面、刀面,中低(31-60),良好(3.5-4),0.35,0.0,"['热干面', '葱油拌面', '刀削面']",False
老德庄,重庆,沙坪坝区,火锅,3.8,3.9,3.6,4.1,58.0,44,重庆沙坪坝区太古里解放碑弄725号北区1层,鸭血、黄喉、午餐肉,、黄喉、餐肉,中低(31-60),良好(3.5-4),0.25,1.01,"['鸭血', '黄喉', '午餐肉']",False
私房菜,武汉,光谷,私房菜,3.9,3.7,4.1,3.7,77.0,75,武汉光谷武广路823号西区1层,私房豆腐、功夫汤、秘制红烧肉,房豆腐、功夫、秘红烧肉,中等(61-100),良好(3.5-4),0.23,1.87,"['私房豆腐', '功夫汤', '秘制红烧肉']",False
韩国料理,重庆,沙坪坝区,韩国料理,3.3,3.2,3.3,3.3,77.0,160,重庆沙坪坝区恒隆广场洪崖洞弄898号,紫菜包饭、大酱汤、冷面,菜包饭、大酱、冷面,中等(61-100),一般(3-3.5),0.06,3.5,"['紫菜包饭', '大酱汤', '冷面']",False
小火锅楼,深圳,龙岗区,火锅,4.2,4.5,4.3,4.7,129.0,494,深圳龙岗区海岸城巷370号,午餐肉、虾滑、鸭血,餐肉、滑、,中高(101-200),优秀(4-4.5),0.2,14.07,"['午餐肉', '虾滑', '鸭血']",False
本帮菜,苏州,相城区,本帮菜,3.6,3.6,3.5,3.7,64.0,303,苏州相城区ifc观前街688号南区2层,生煎包、糖醋排骨、油爆虾,煎包、醋排骨、爆,中等(61-100),良好(3.5-4),0.1,7.35,"['生煎包', '糖醋排骨', '油爆虾']",False
小笼,武汉,洪山区,小吃快餐,3.1,3.1,3.5,3.2,23.0,26,武汉洪山区太古里街道口巷529号东区1层,麻辣烫、锅贴、肉夹馍,麻辣、锅、肉夹馍,低消费(≤30),一般(3-3.5),0.21,0.45,"['麻辣烫', '锅贴', '肉夹馍']",False
东南亚菜记,成都,金牛区,东南亚菜,4.1,4.1,3.8,4.2,59.0,700,成都金牛区大悦城太古里巷701号B1层,菠萝饭、青木瓜沙拉、芒果糯米饭,菠萝饭、青木瓜沙拉、芒果糯米饭,中低(31-60),优秀(4-4.5),0.21,19.51,"['菠萝饭', '青木瓜沙拉', '芒果糯米饭']",True
御饕林,深圳,福田区,川菜,3.8,3.8,3.6,4.0,79.0,99,深圳福田区太古里华强北弄736号B2层,鱼香肉丝、辣子鸡、麻婆豆腐,肉、辣鸡、麻婆豆腐,中等(61-100),良好(3.5-4),0.2,2.45,"['鱼香肉丝', '辣子鸡', '麻婆豆腐']",False
火锅餐厅,南京,建邺区,火锅,4.0,3.9,3.9,4.2,136.0,84,南京建邺区百家湖路440号,豆皮、黄喉、午餐肉,豆皮、黄喉、餐肉,中高(101-200),良好(3.5-4),0.17,2.16,"['豆皮', '黄喉', '午餐肉']",False
老川菜舍,南京,玄武区,川菜,2.9,3.0,2.8,3.0,77.0,11,南京玄武区龙湖天街湖南街946号3楼,回锅肉、鱼香肉丝、水煮鱼,回锅肉、肉、,中等(61-100),较差(<3),0.12,0.12,"['回锅肉', '鱼香肉丝', '水煮鱼']",False
川菜,重庆,沙坪坝区,川菜,4.0,3.9,3.7,4.0,42.0,1033,重庆沙坪坝区万象城北城天街街811号,鱼香肉丝、回锅肉、担担面,肉、回锅肉、担担面,中低(31-60),良好(3.5-4),0.15,28.16,"['鱼香肉丝', '回锅肉', '担担面']",True
丰茂楼,深圳,福田区,烧烤,3.6,3.5,3.9,3.7,113.0,48,深圳福田区科技园街146号西区1层,烤鱼、骨肉相连、羊肉串,烤、骨肉连、肉串,中高(101-200),良好(3.5-4),0.2,1.06,"['烤鱼', '骨肉相连', '羊肉串']",False
火锅餐厅,广州,番禺区,火锅,4.0,4.0,3.9,4.4,77.0,758,广州番禺区恒隆广场上下九巷942号,肥牛、鸭肠、酥肉,肥牛、肠、肉,中等(61-100),良好(3.5-4),0.26,20.63,"['肥牛', '鸭肠', '酥肉']",True
鹏面包甜点,广州,荔湾区,面包甜点,3.8,3.9,3.5,3.7,19.0,762,广州荔湾区凯德北京路大道585号,菠萝包、马卡龙、泡芙,菠萝包、马卡龙、泡芙,低消费(≤30),良好(3.5-4),0.2,19.7,"['菠萝包', '马卡龙', '泡芙']",False
海底风味居,重庆,渝中区,火锅,3.7,3.7,3.7,3.9,106.0,147,重庆渝中区恒隆广场观音桥路347号,酥肉、虾滑、黄喉,肉、滑、黄喉,中高(101-200),良好(3.5-4),0.12,3.6,"['酥肉', '虾滑', '黄喉']",False
川菜,武汉,江汉区,川菜,3.2,3.3,3.1,3.0,64.0,137,武汉江汉区龙湖天街武广大道348号5楼,水煮鱼、夫妻肺片、鱼香肉丝,、夫妻肺片、肉,中等(61-100),一般(3-3.5),0.15,2.89,"['水煮鱼', '夫妻肺片', '鱼香肉丝']",False
日料小馆,北京,丰台区,日料,4.6,4.7,4.5,4.7,233.5,22,北京丰台区来福士簋街弄742号,章鱼小丸子、三文鱼刺身、炸猪排,、三刺、排,高端(>200),卓越(≥4.5),0.12,0.54,"['章鱼小丸子', '三文鱼刺身', '炸猪排']",False
聚陶陶居,武汉,汉阳区,粤菜,3.2,3.2,3.2,3.2,36.0,67,武汉汉阳区江汉路859号,白切鸡、叉烧、虾饺,白鸡、叉烧、饺,中低(31-60),一般(3-3.5),0.0,1.36,"['白切鸡', '叉烧', '虾饺']",False
面包,北京,昌平区,面包甜点,3.1,3.2,3.2,3.1,37.0,319,北京昌平区三里屯路997号,慕斯蛋糕、泡芙、蛋挞,慕蛋糕、泡芙、蛋,中低(31-60),一般(3-3.5),0.06,6.67,"['慕斯蛋糕', '泡芙', '蛋挞']",False
韩国,武汉,汉阳区,韩国料理,3.9,3.7,3.6,4.1,50.0,447,武汉汉阳区万象城司门口路749号B2层,冷面、大酱汤、石锅拌饭,冷面、大酱、锅拌饭,中低(31-60),良好(3.5-4),0.26,11.81,"['冷面', '大酱汤', '石锅拌饭']",False
一味,武汉,江汉区,日料,4.1,4.1,4.3,4.1,120.0,155,武汉江汉区来福士江汉大道435号,拉面、鳗鱼饭、炸猪排,拉面、鳗饭、排,中高(101-200),优秀(4-4.5),0.12,4.21,"['拉面', '鳗鱼饭', '炸猪排']",False
渝小吃店,广州,白云区,小吃快餐,4.3,4.2,4.6,4.7,32.0,3128,广州白云区恒隆广场江南西弄137号,酸辣粉、生煎、凉皮,辣粉、煎、凉皮,中低(31-60),优秀(4-4.5),0.26,91.97,"['酸辣粉', '生煎', '凉皮']",True
九宫格坊,成都,武侯区,火锅,3.9,3.7,3.8,3.9,68.0,27,成都武侯区春熙路296号B2层,肥牛、豆皮、藕片,肥牛、豆皮、藕片,中等(61-100),良好(3.5-4),0.1,0.59,"['肥牛', '豆皮', '藕片']",False
福面馆堂,南京,秦淮区,面馆,4.1,4.1,4.2,3.9,24.0,1322,南京秦淮区玄武街94号,牛肉面、馄饨、葱油拌面,牛肉面、馄饨、葱拌面,低消费(≤30),优秀(4-4.5),0.15,36.98,"['牛肉面', '馄饨', '葱油拌面']",True
面包小馆,南京,栖霞区,面包甜点,3.9,3.9,3.8,4.0,21.0,5544,南京栖霞区大悦城百家湖路808号B1层,菠萝包、芝士蛋糕、慕斯蛋糕,菠萝包、蛋糕、慕蛋糕,低消费(≤30),良好(3.5-4),0.1,147.94,"['菠萝包', '芝士蛋糕', '慕斯蛋糕']",False
御烧烤阁,苏州,吴中区,烧烤,3.2,3.2,3.2,3.4,80.0,177,苏州吴中区狮山巷579号4楼,烤鸡翅、扇贝、烤韭菜,烤鸡翅、扇贝、烤韭菜,中等(61-100),一般(3-3.5),0.12,3.77,"['烤鸡翅', '扇贝', '烤韭菜']",False
盛川菜堂,成都,锦江区,川菜,3.7,3.5,3.6,3.6,52.0,809,成都锦江区凯德锦里街809号,担担面、宫保鸡丁、辣子鸡,担担面、宫保鸡丁、辣鸡,中低(31-60),良好(3.5-4),0.06,20.37,"['担担面', '宫保鸡丁', '辣子鸡']",False
京面包轩,深圳,罗湖区,面包甜点,4.8,5.0,4.8,4.8,33.0,200,深圳罗湖区恒隆广场科技园街887号,芝士蛋糕、蛋挞、慕斯蛋糕,蛋糕、蛋、慕蛋糕,中低(31-60),卓越(≥4.5),0.12,6.41,"['芝士蛋糕', '蛋挞', '慕斯蛋糕']",True
木屋,成都,武侯区,烧烤,3.8,4.1,4.0,3.6,59.0,24,成都武侯区ifc建设街794号B2层,烤鸡翅、羊肉串、骨肉相连,烤鸡翅、肉串、骨肉连,中低(31-60),良好(3.5-4),0.26,0.49,"['烤鸡翅', '羊肉串', '骨肉相连']",False
韩国料理,广州,荔湾区,韩国料理,3.6,3.5,3.6,3.6,87.0,469,广州荔湾区凯德上下九大道461号,泡菜汤、冷面、炸鸡,泡菜、冷面、鸡,中等(61-100),良好(3.5-4),0.06,11.44,"['泡菜汤', '冷面', '炸鸡']",False
海鲜,深圳,南山区,海鲜,3.8,3.9,3.3,4.3,233.5,737,深圳南山区凯德车公庙大道48号,蒜蓉生蚝、椒盐皮皮虾、白灼虾,蓉蚝、椒皮皮、白,高端(>200),良好(3.5-4),0.5,19.05,"['蒜蓉生蚝', '椒盐皮皮虾', '白灼虾']",False
本帮菜楼,广州,天河区,本帮菜,3.0,3.2,2.4,2.8,58.0,6,广州天河区来福士上下九大道215号,油爆虾、糖醋排骨、酒酿圆子,爆、醋排骨、酒酿,中低(31-60),较差(<3),0.4,0.02,"['油爆虾', '糖醋排骨', '酒酿圆子']",False
咖啡料理,北京,丰台区,咖啡厅,4.0,3.9,4.1,3.7,49.0,63,北京丰台区恒隆广场望京路284号B1层,华夫饼、美式咖啡、提拉米苏,华夫饼、美咖啡、拉米,中低(31-60),良好(3.5-4),0.2,1.59,"['华夫饼', '美式咖啡', '提拉米苏']",True
粤菜餐厅,上海,静安区,粤菜,4.5,4.2,4.2,4.3,163.0,129,上海静安区龙湖天街延安街490号,豉汁蒸排骨、烧鹅、煲仔饭,豉排骨、烧鹅、煲饭,中高(101-200),优秀(4-4.5),0.06,3.82,"['豉汁蒸排骨', '烧鹅', '煲仔饭']",False
鮨店,广州,白云区,日料,4.0,4.0,3.8,3.9,106.0,64,广州白云区天河大道525号,寿司拼盘、拉面、味噌汤,拼盘、拉面、噌,中高(101-200),良好(3.5-4),0.1,1.62,"['寿司拼盘', '拉面', '味噌汤']",False
阿串吧,深圳,罗湖区,烧烤,3.4,3.6,3.4,3.9,90.0,565,深圳罗湖区万达广场深南大道396号,扇贝、羊肉串、烤鸡翅,扇贝、肉串、烤鸡翅,中等(61-100),一般(3-3.5),0.25,13.04,"['扇贝', '羊肉串', '烤鸡翅']",False
巴粤菜庄,重庆,南岸区,粤菜,4.1,4.0,3.8,4.3,83.0,8,重庆南岸区万达广场九街大道105号南区2层,烧鹅、白切鸡、煲仔饭,烧鹅、白鸡、煲饭,中等(61-100),优秀(4-4.5),0.25,0.08,"['烧鹅', '白切鸡', '煲仔饭']",False
湘菜,广州,天河区,湘菜,3.5,3.3,3.5,3.6,54.0,10,广州天河区恒隆广场北京路大道649号B2层,小炒肉、剁椒鱼头、臭豆腐,炒肉、剁椒、臭豆腐,中低(31-60),一般(3-3.5),0.15,0.12,"['小炒肉', '剁椒鱼头', '臭豆腐']",False
韩国料理,广州,荔湾区,韩国料理,4.1,4.0,4.5,3.8,83.0,2514,广州荔湾区凯德江南西路198号5楼,炒年糕、冷面、泡菜汤,炒年糕、冷面、泡菜,中等(61-100),优秀(4-4.5),0.36,70.45,"['炒年糕', '冷面', '泡菜汤']",False
老木屋,杭州,萧山区,烧烤,3.9,4.0,3.2,3.3,42.0,5,杭州萧山区湖滨大道841号,烤馒头、烤茄子、羊肉串,烤馒、烤茄、肉串,中低(31-60),良好(3.5-4),0.44,0.0,"['烤馒头', '烤茄子', '羊肉串']",False
小面馆记,杭州,滨江区,面馆,3.3,3.4,3.0,3.1,18.0,7159,杭州滨江区文三巷60号2楼,刀削面、馄饨、兰州拉面,刀面、馄饨、兰拉面,低消费(≤30),一般(3-3.5),0.21,161.68,"['刀削面', '馄饨', '兰州拉面']",False
自助,苏州,姑苏区,自助餐,3.7,4.0,3.5,3.5,181.0,3105,苏州姑苏区太古里观前路395号,冰淇淋、寿司、海鲜拼盘,冰淇淋、、海拼盘,中高(101-200),良好(3.5-4),0.29,78.55,"['冰淇淋', '寿司', '海鲜拼盘']",False
品德庄,重庆,南岸区,火锅,3.6,3.7,3.6,3.6,88.0,1509,重庆南岸区ifc南滨大道163号,虾滑、黄喉、鸭肠,滑、黄喉、肠,中等(61-100),良好(3.5-4),0.06,37.08,"['虾滑', '黄喉', '鸭肠']",False
西餐,北京,大兴区,西餐,3.5,3.3,3.3,3.5,232.0,52,北京大兴区太古里三里屯巷131号,汉堡、烤鸡、牛排,汉堡、烤鸡、牛排,高端(>200),一般(3-3.5),0.12,1.13,"['汉堡', '烤鸡', '牛排']",False
蜀咖啡店,南京,江宁区,咖啡厅,3.8,3.3,4.0,3.9,35.0,5,南京江宁区夫子庙巷693号B1层,华夫饼、抹茶拿铁、拿铁,华夫饼、抹茶拿、拿,中低(31-60),良好(3.5-4),0.38,0.0,"['华夫饼', '抹茶拿铁', '拿铁']",False
京海鲜记,广州,天河区,海鲜,3.7,3.7,3.2,3.8,233.5,811,广州天河区上下九街801号,清蒸石斑鱼、椒盐皮皮虾、海胆蒸蛋,清斑、椒皮皮、海胆蛋,高端(>200),良好(3.5-4),0.32,20.42,"['清蒸石斑鱼', '椒盐皮皮虾', '海胆蒸蛋']",False
九宫格,深圳,罗湖区,火锅,4.9,4.7,4.3,4.7,176.0,14,深圳罗湖区凯德车公庙巷46号西区1层,肥牛、藕片、毛肚,肥牛、藕片、毛肚,中高(101-200),卓越(≥4.5),0.23,0.3,"['肥牛', '藕片', '毛肚']",False
湘菜楼,杭州,滨江区,湘菜,3.7,3.6,3.8,3.8,83.0,95,杭州滨江区万达广场西湖大道707号,臭豆腐、农家一碗香、辣椒炒肉,臭豆腐、农家、辣椒炒肉,中等(61-100),良好(3.5-4),0.12,2.28,"['臭豆腐', '农家一碗香', '辣椒炒肉']",False
面馆餐厅,北京,朝阳区,面馆,3.9,3.9,4.0,3.7,16.0,96,北京朝阳区万象城王府井弄428号北区3层,葱油拌面、臊子面、兰州拉面,葱拌面、臊面、兰拉面,低消费(≤30),良好(3.5-4),0.15,2.43,"['葱油拌面', '臊子面', '兰州拉面']",False
东南亚菜堂,成都,武侯区,东南亚菜,3.6,3.7,3.4,3.5,84.0,1382,成都武侯区建设巷189号,芒果糯米饭、烤肉串、青木瓜沙拉,芒果糯米饭、烤肉串、青木瓜沙拉,中等(61-100),良好(3.5-4),0.15,33.95,"['芒果糯米饭', '烤肉串', '青木瓜沙拉']",False
味咖啡厅,重庆,江北区,咖啡厅,3.6,3.6,3.2,3.7,41.0,665,重庆江北区万达广场洪崖洞路951号,拿铁、芝士蛋糕、抹茶拿铁,拿、蛋糕、抹茶拿,中低(31-60),良好(3.5-4),0.26,16.27,"['拿铁', '芝士蛋糕', '抹茶拿铁']",False
咖啡厅阁,深圳,罗湖区,咖啡厅,3.4,3.6,3.9,3.0,37.0,39,深圳罗湖区科技园巷689号B2层,美式咖啡、抹茶拿铁、华夫饼,美咖啡、抹茶拿、华夫饼,中低(31-60),一般(3-3.5),0.46,0.79,"['美式咖啡', '抹茶拿铁', '华夫饼']",False
串吧坊,北京,西城区,烧烤,3.8,3.7,3.8,3.9,102.0,3083,北京西城区大悦城王府井大道325号,羊肉串、骨肉相连、烤鸡翅,肉串、骨肉连、烤鸡翅,中高(101-200),良好(3.5-4),0.1,80.1,"['羊肉串', '骨肉相连', '烤鸡翅']",False
蜀码头,南京,江宁区,火锅,4.3,4.1,3.8,4.3,125.0,118,南京江宁区太古里湖南弄17号B2层,午餐肉、藕片、黄喉,餐肉、藕片、黄喉,中高(101-200),优秀(4-4.5),0.25,3.33,"['午餐肉', '藕片', '黄喉']",False
渝赤坂亭,上海,嘉定区,日料,4.0,4.4,3.7,3.9,192.0,12,上海嘉定区凯德徐家汇弄755号,章鱼小丸子、拉面、炸猪排,、拉面、排,中高(101-200),良好(3.5-4),0.36,0.19,"['章鱼小丸子', '拉面', '炸猪排']",False
盛一味,深圳,罗湖区,日料,3.8,4.0,3.8,3.5,233.5,14607,深圳罗湖区龙湖天街海上世界巷199号5楼,拉面、炸猪排、味噌汤,拉面、排、噌,高端(>200),良好(3.5-4),0.25,380.0,"['拉面', '炸猪排', '味噌汤']",False
牛排馆,苏州,工业园区,西餐,3.0,3.0,3.3,2.7,143.0,1476,苏州工业园区山塘大道898号北区1层,提拉米苏、意面、披萨,拉米、面、披萨,中高(101-200),较差(<3),0.3,30.22,"['提拉米苏', '意面', '披萨']",False
花隐,武汉,江岸区,日料,3.5,3.5,3.4,3.7,205.0,23,武汉江岸区万象城光谷巷866号2楼,拉面、味噌汤、三文鱼刺身,拉面、噌、三刺,高端(>200),一般(3-3.5),0.15,0.43,"['拉面', '味噌汤', '三文鱼刺身']",False
湘菜,上海,浦东新区,湘菜,4.1,3.9,3.7,4.1,51.0,86,上海浦东新区来福士四川路634号,农家一碗香、蒸排骨、小炒肉,农家、排骨、炒肉,中低(31-60),优秀(4-4.5),0.2,2.27,"['农家一碗香', '蒸排骨', '小炒肉']",True
粤面包甜点,南京,栖霞区,面包甜点,3.7,3.8,3.3,3.8,28.0,195,南京栖霞区太古里湖南弄458号2楼,芝士蛋糕、蛋挞、马卡龙,蛋糕、蛋、马卡龙,低消费(≤30),良好(3.5-4),0.29,4.81,"['芝士蛋糕', '蛋挞', '马卡龙']",False
本帮菜,成都,高新区,本帮菜,3.8,3.4,4.2,4.2,84.0,386,成都高新区太古里宽窄街881号,糖醋排骨、蟹粉豆腐、酒酿圆子,醋排骨、粉豆腐、酒酿,中等(61-100),良好(3.5-4),0.46,9.92,"['糖醋排骨', '蟹粉豆腐', '酒酿圆子']",False
新小吃店,杭州,余杭区,小吃快餐,3.5,3.7,3.1,3.1,19.0,274,杭州余杭区来福士武林大道835号北区2层,煎饼果子、酸辣粉、麻辣烫,煎饼果、辣粉、麻辣,低消费(≤30),一般(3-3.5),0.35,6.45,"['煎饼果子', '酸辣粉', '麻辣烫']",False
鑫花隐,上海,静安区,日料,3.1,2.8,2.3,3.2,181.0,222,上海静安区龙湖天街南京路706号,天妇罗、三文鱼刺身、炸猪排,妇罗、三刺、排,中高(101-200),一般(3-3.5),0.45,4.61,"['天妇罗', '三文鱼刺身', '炸猪排']",False
